SSN,duration,credit_amount,age,checking_status_'<0',firstname,checking_status_'no checking',credit_history_'critical/other existing credit',lastname,credit_history_'no credits/all paid',purpose_'new car',purpose_radio/tv,savings_status_'<100',property_magnitude_'no known property',property_magnitude_'real estate',other_payment_plans_none,housing_own,housing_rent,class_good
331,24,3552,27,TRUE,elkilany,FALSE,FALSE,elkilany,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
332,36,1819,37,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
333,48,3914,38,FALSE,assem,TRUE,FALSE,assem,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
334,24,3878,37,FALSE,iihab ,FALSE,TRUE,iihab ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
335,18,3422,47,FALSE,ezzat ,TRUE,FALSE,ezzat ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
336,9,2136,25,TRUE,mohamed,FALSE,FALSE,mohamed,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
337,24,7758,29,FALSE,aly,FALSE,TRUE,aly,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
338,12,1526,66,TRUE,lol,FALSE,TRUE,lol,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
339,24,6403,33,FALSE,lol,FALSE,FALSE,lol,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
340,36,1842,34,TRUE,basbosa,FALSE,FALSE,basbosa,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
341,12,674,20,TRUE,panganiban,FALSE,FALSE,panganiban,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
342,12,1402,37,FALSE,elgzar,TRUE,TRUE,elgzar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
343,6,14555,23,FALSE,gammal,FALSE,FALSE,gammal,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
344,24,3757,62,FALSE,dalal,TRUE,FALSE,dalal,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
345,10,2132,27,TRUE,elbaghl,FALSE,TRUE,elbaghl,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
346,4,1455,42,FALSE,3arnos,TRUE,TRUE,3arnos,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
347,15,2687,26,FALSE,malbos,FALSE,FALSE,malbos,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
348,21,1602,30,TRUE,elgahsh,FALSE,TRUE,elgahsh,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
349,24,1965,42,FALSE,elkhartyt,FALSE,FALSE,elkhartyt,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
350,12,701,40,TRUE,elhomar,FALSE,FALSE,elhomar,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
351,42,7174,30,TRUE,elweza,FALSE,FALSE,elweza,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
352,6,1238,36,FALSE,elomda,TRUE,FALSE,elomda,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
353,6,4716,44,TRUE,elhassan,FALSE,TRUE,elhassan,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
354,36,9566,31,FALSE,elghany,TRUE,TRUE,elghany,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
355,27,4526,32,FALSE,eltemsah,TRUE,TRUE,eltemsah,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
356,30,2991,25,FALSE,abo sena,FALSE,FALSE,abo sena,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
357,18,3001,40,FALSE,elkilany,FALSE,FALSE,elkilany,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
358,14,8978,45,TRUE,assem,FALSE,FALSE,assem,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
359,36,2299,39,FALSE,iihab ,TRUE,FALSE,iihab ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
360,9,1136,32,FALSE,ezzat ,FALSE,TRUE,ezzat ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
361,9,1501,34,FALSE,mohamed,FALSE,TRUE,mohamed,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
362,45,4576,27,FALSE,aly,FALSE,TRUE,aly,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
363,15,2327,25,FALSE,lol,FALSE,FALSE,lol,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
364,24,11560,23,FALSE,lol,FALSE,FALSE,lol,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
365,12,2748,57,FALSE,basbosa,TRUE,TRUE,basbosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
366,12,719,41,FALSE,panganiban,TRUE,FALSE,panganiban,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
367,30,4530,26,FALSE,elgzar,TRUE,TRUE,elgzar,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
368,48,10127,44,FALSE,gammal,TRUE,TRUE,gammal,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
369,21,3599,26,TRUE,dalal,FALSE,FALSE,dalal,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
370,27,2520,23,FALSE,elbaghl,FALSE,TRUE,elbaghl,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
371,18,1582,46,FALSE,3arnos,TRUE,TRUE,3arnos,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
372,18,1924,27,FALSE,malbos,FALSE,FALSE,malbos,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
373,22,2675,40,FALSE,elgahsh,TRUE,FALSE,elgahsh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
374,24,2333,29,FALSE,elkhartyt,FALSE,FALSE,elkhartyt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
375,12,6199,28,TRUE,elhomar,FALSE,FALSE,elhomar,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
376,48,10297,39,TRUE,elweza,FALSE,FALSE,elweza,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
377,27,3416,27,TRUE,elomda,FALSE,FALSE,elomda,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
378,24,3092,22,FALSE,elhassan,FALSE,FALSE,elhassan,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
379,24,1516,43,FALSE,elghany,TRUE,TRUE,elghany,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
380,15,1979,35,FALSE,eltemsah,TRUE,FALSE,eltemsah,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
381,30,4249,28,FALSE,abo sena,FALSE,TRUE,abo sena,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
382,24,3430,31,FALSE,elkilany,TRUE,FALSE,elkilany,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
383,15,1778,26,FALSE,,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
384,21,1188,39,FALSE,assem,FALSE,FALSE,assem,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
385,42,9283,55,FALSE,iihab ,FALSE,FALSE,iihab ,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
386,15,1053,27,TRUE,ezzat ,FALSE,FALSE,ezzat ,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
387,18,3612,37,FALSE,mohamed,FALSE,TRUE,mohamed,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
388,21,3652,27,FALSE,aly,FALSE,TRUE,aly,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
389,10,1225,37,FALSE,lol,FALSE,FALSE,lol,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
390,30,7485,53,FALSE,lol,TRUE,FALSE,lol,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
391,24,1258,25,FALSE,basbosa,TRUE,FALSE,basbosa,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
392,36,8335,47,TRUE,panganiban,FALSE,FALSE,panganiban,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
393,48,3609,27,FALSE,elgzar,TRUE,FALSE,elgzar,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
394,12,1555,55,FALSE,gammal,TRUE,FALSE,gammal,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
395,15,3959,29,TRUE,dalal,FALSE,FALSE,dalal,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
396,24,6967,36,FALSE,elbaghl,FALSE,FALSE,elbaghl,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
397,48,7582,31,FALSE,3arnos,FALSE,FALSE,3arnos,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
398,24,1837,34,FALSE,malbos,FALSE,FALSE,malbos,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
399,48,6758,31,TRUE,elgahsh,FALSE,FALSE,elgahsh,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
400,24,2483,22,TRUE,elkhartyt,FALSE,FALSE,elkhartyt,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
401,30,8072,25,TRUE,elhomar,FALSE,FALSE,elhomar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
402,12,639,30,FALSE,elweza,FALSE,FALSE,elweza,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
403,24,2910,34,TRUE,elomda,FALSE,FALSE,elomda,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
404,60,7418,27,FALSE,elhassan,FALSE,FALSE,elhassan,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
405,48,10222,37,FALSE,elghany,TRUE,FALSE,elghany,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
406,6,454,22,FALSE,eltemsah,FALSE,FALSE,eltemsah,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
407,24,4591,54,FALSE,abo sena,TRUE,FALSE,abo sena,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
408,48,3578,47,FALSE,elkilany,TRUE,TRUE,elkilany,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
409,60,9157,27,FALSE,assem,FALSE,FALSE,assem,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
410,24,4526,74,FALSE,iihab ,TRUE,TRUE,iihab ,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
411,36,9572,28,FALSE,ezzat ,TRUE,FALSE,ezzat ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
412,36,3804,42,FALSE,mohamed,FALSE,FALSE,mohamed,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
413,12,691,35,TRUE,aly,FALSE,TRUE,aly,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
414,21,2476,46,FALSE,lol,TRUE,FALSE,lol,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
415,9,790,66,FALSE,lol,FALSE,FALSE,lol,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
416,60,6527,34,FALSE,basbosa,TRUE,FALSE,basbosa,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
417,15,1264,25,FALSE,panganiban,FALSE,FALSE,panganiban,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
418,36,7127,23,FALSE,elgzar,TRUE,TRUE,elgzar,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
419,24,2028,30,FALSE,gammal,TRUE,TRUE,gammal,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
420,11,1393,35,FALSE,dalal,TRUE,TRUE,dalal,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
421,9,3195,33,FALSE,elbaghl,FALSE,FALSE,elbaghl,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
422,12,339,45,TRUE,3arnos,FALSE,FALSE,3arnos,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
423,24,4042,43,FALSE,malbos,TRUE,TRUE,malbos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
424,12,763,26,FALSE,elgahsh,TRUE,FALSE,elgahsh,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
425,24,2424,53,FALSE,elkhartyt,TRUE,TRUE,elkhartyt,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
426,36,4686,32,FALSE,elhomar,TRUE,FALSE,elhomar,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
427,11,7228,39,FALSE,elweza,TRUE,TRUE,elweza,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
428,24,7393,43,FALSE,elomda,TRUE,FALSE,elomda,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
429,12,3527,45,FALSE,elhassan,TRUE,FALSE,elhassan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
430,6,609,37,TRUE,elghany,FALSE,TRUE,elghany,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
431,24,4113,28,FALSE,eltemsah,FALSE,FALSE,eltemsah,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
432,12,3573,23,FALSE,abo sena,FALSE,TRUE,abo sena,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
433,15,1520,63,FALSE,elkilany,TRUE,TRUE,elkilany,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
434,24,3148,31,FALSE,,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
435,36,3595,28,FALSE,assem,TRUE,FALSE,assem,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
436,36,2613,27,FALSE,iihab ,TRUE,FALSE,iihab ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
437,6,426,39,FALSE,ezzat ,TRUE,FALSE,ezzat ,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
438,12,1893,29,TRUE,mohamed,FALSE,FALSE,mohamed,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
439,24,1287,37,FALSE,aly,TRUE,TRUE,aly,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
440,36,2145,24,TRUE,lol,FALSE,FALSE,lol,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
441,18,2473,25,TRUE,lol,FALSE,FALSE,lol,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
442,24,3149,22,TRUE,basbosa,FALSE,FALSE,basbosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
443,18,2100,37,FALSE,panganiban,FALSE,FALSE,panganiban,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
444,30,1715,26,FALSE,elgzar,FALSE,FALSE,elgzar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
445,60,14782,60,FALSE,gammal,FALSE,FALSE,gammal,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
446,24,4679,35,FALSE,dalal,TRUE,FALSE,dalal,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
447,15,3568,54,FALSE,elbaghl,TRUE,FALSE,elbaghl,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
448,20,2235,33,TRUE,3arnos,FALSE,TRUE,3arnos,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
449,27,2528,32,FALSE,malbos,FALSE,FALSE,malbos,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
450,21,2993,28,FALSE,elgahsh,TRUE,FALSE,elgahsh,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
451,45,3031,21,FALSE,elkhartyt,FALSE,FALSE,elkhartyt,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
452,36,10875,45,FALSE,elhomar,TRUE,FALSE,elhomar,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
453,10,2210,25,FALSE,elweza,TRUE,FALSE,elweza,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
454,24,1216,38,FALSE,elomda,FALSE,TRUE,elomda,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
455,11,3939,40,TRUE,elhassan,FALSE,TRUE,elhassan,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
456,24,2375,44,FALSE,elghany,TRUE,FALSE,elghany,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
457,24,937,27,FALSE,eltemsah,TRUE,FALSE,eltemsah,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
458,42,7166,29,FALSE,abo sena,TRUE,FALSE,abo sena,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
459,15,1262,36,FALSE,elkilany,TRUE,FALSE,elkilany,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
460,15,3594,46,FALSE,assem,TRUE,FALSE,assem,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
461,36,5848,24,FALSE,iihab ,FALSE,FALSE,iihab ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
462,18,1795,48,FALSE,ezzat ,FALSE,TRUE,ezzat ,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
463,36,3959,30,TRUE,mohamed,FALSE,FALSE,mohamed,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
464,24,1285,32,TRUE,aly,FALSE,FALSE,aly,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
465,15,392,23,FALSE,lol,FALSE,FALSE,lol,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
466,48,10961,27,FALSE,lol,FALSE,FALSE,lol,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
467,9,2753,35,FALSE,basbosa,TRUE,FALSE,basbosa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
468,9,1919,35,FALSE,panganiban,FALSE,TRUE,panganiban,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
469,12,2028,30,FALSE,elgzar,FALSE,FALSE,elgzar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
470,18,1042,33,FALSE,gammal,FALSE,FALSE,gammal,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
471,6,428,49,TRUE,dalal,FALSE,FALSE,dalal,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
472,9,2799,36,TRUE,elbaghl,FALSE,TRUE,elbaghl,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
473,39,4933,25,FALSE,3arnos,FALSE,TRUE,3arnos,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
474,60,10366,42,FALSE,malbos,TRUE,FALSE,malbos,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
475,12,2366,36,FALSE,elgahsh,FALSE,TRUE,elgahsh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
476,18,3378,31,FALSE,elkhartyt,TRUE,FALSE,elkhartyt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
477,10,1924,38,FALSE,elhomar,TRUE,FALSE,elhomar,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
478,14,802,27,FALSE,elweza,TRUE,FALSE,elweza,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
479,48,8358,30,FALSE,elomda,FALSE,FALSE,elomda,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
480,12,1424,26,FALSE,elhassan,FALSE,TRUE,elhassan,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
481,30,4221,28,FALSE,elghany,FALSE,FALSE,elghany,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
482,24,1559,50,FALSE,eltemsah,TRUE,FALSE,eltemsah,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
483,12,2214,24,TRUE,abo sena,FALSE,FALSE,abo sena,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
484,12,3059,61,FALSE,elkilany,TRUE,FALSE,elkilany,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
485,12,930,65,FALSE,,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
486,48,6110,31,FALSE,assem,TRUE,TRUE,assem,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
487,12,2759,34,FALSE,iihab ,TRUE,FALSE,iihab ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
488,12,1922,37,FALSE,ezzat ,FALSE,FALSE,ezzat ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
489,24,4151,35,FALSE,mohamed,TRUE,FALSE,mohamed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
490,10,1038,49,TRUE,aly,FALSE,TRUE,aly,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
491,15,2511,23,TRUE,lol,FALSE,FALSE,lol,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
492,30,5954,38,FALSE,lol,TRUE,TRUE,lol,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
493,12,1858,22,TRUE,basbosa,FALSE,FALSE,basbosa,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
494,8,760,44,FALSE,panganiban,FALSE,FALSE,panganiban,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
495,15,1829,46,FALSE,elgzar,TRUE,TRUE,elgzar,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
496,18,5302,36,TRUE,gammal,FALSE,TRUE,gammal,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
